ID,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
3036,Caltex Abbotsford,Caltex,28-40 Hoddle Street,Abbotsford,Victoria,-37.8079739999999,144.991907
3037,Safeway Caltex Ringwood,Caltex,379 Maroondah Highway,Ringwood,Victoria,-37.8050959999999,145.244011
3038,Safeway Caltex Kilsyth,Caltex,534 Mount Dandenong Road,Kilsyth,Victoria,-37.8025279999999,145.311165
3039,Safeway Caltex Fitzroy,Caltex,286 Johnston Street,Abbotsford,Victoria,-37.7997849999999,144.994764
3040,Safeway Caltex Blackburn North,Caltex,5-15 Blackburn Road,Blackburn North,Victoria,-37.799696,145.159521
3041,Caltex Safeway Kew,Caltex,113 Willsmere Road,Kew,Victoria,-37.7952969999999,145.035759
3042,Caltex Doncaster East,Caltex,1100 Doncaster Road,Doncaster East,Victoria,-37.79029,145.170623
3043,Safeway Caltex Doncaster East,Caltex,987 Doncaster Road,Doncaster East,Victoria,-37.788541,145.158966
3044,Caltex Maidstone,Caltex,49-57 Ballarat Road,Maidstone,Victoria,-37.7876239999999,144.87995
3045,Caltex Footscray,Caltex,62 Gordon Street,Maribyrnong,Victoria,-37.7866969999999,144.890109
3046,Safeway Caltex Northcote,Caltex,221 Heidelberg Road,Northcote,Victoria,-37.783604,145.009261
3047,Caltex Fitzroy North,Caltex,262 St Georges Road,Fitzroy North,Victoria,-37.7827559999999,144.984563
3048,Caltex Ascot Vale,Caltex,155-157 Epsom Road,Ascot Vale,Victoria,-37.7822179999999,144.916599
3049,Safeway Caltex Sunshine,Caltex,80 Harvester Road,Sunshine,Victoria,-37.7813679999999,144.829735
3050,Caltex Wandin North,Caltex,361 Warburton Highway,Wandin North,Victoria,-37.779575,145.428093
3051,Safeway Caltex Sunshine North,Caltex,437A Ballarat Road,Sunshine,Victoria,-37.778568,144.839762
3052,Caltex Northcote,Caltex,151 High Street,Northcote,Victoria,-37.7762549999999,144.997293
3053,Safeway Caltex Maribyrnong,Caltex,17-23 Williamson Road,Maidstone,Victoria,-37.775425,144.882248
3054,Safeway Caltex Lower Templestowe,Caltex,323 Manningham Road,Templestowe Lower,Victoria,-37.773174,145.112541
3055,Safeway Caltex Moonee Ponds,Caltex,294-296 Ascot Vale Road,Moonee Ponds,Victoria,-37.7714589999999,144.924463
3056,Caltex Ascot Vale,Caltex,1 Epsom Road,Ascot Vale,Victoria,-37.770992,144.906012
3057,Caltex Deer Park,BP,806 -810 Ballarat Road,Deer Park,Victoria,-37.769763,144.775276
3058,Caltex Brunswick East,Caltex,382-386 Lygon Street,Brunswick East,Victoria,-37.766856,144.972898
3059,Caltex Burnside,Caltex,970 Western Highway,Burnside,Victoria,-37.762552,144.756892
3060,Caltex Bulleen,Caltex,39 Bridge Street,Bulleen,Victoria,-37.760463,145.081925
3061,Safeway Caltex Lilydale,Caltex,33 Hutchinson Street,Lilydale,Victoria,-37.7593259999999,145.348208
3062,Safeway Caltex Chirnside Park,Caltex,Kimberly Drive,Chirnside Park,Victoria,-37.758968,145.310854
3063,Caltex Lilydale,Caltex,346-348 Main Street,Lilydale,Victoria,-37.7578779999999,145.35521
3064,Caltex Avondale Heights,Caltex,160 Military Road,Avondale Heights,Victoria,-37.75594,144.859741
3065,Safeway Caltex Coburg,Caltex,430 Moreland Road,Brunswick West,Victoria,-37.753412,144.94484
3066,Caltex Coburg,Caltex,114 Sydney Road,Coburg,Victoria,-37.752131,144.964994
3067,Safeway Caltex Preston South,Caltex,32 Plenty Road,Preston,Victoria,-37.751652,145.002472
3068,Caltex Kealba,Caltex,Lot 1 Sunshine Avenue,Kealba,Victoria,-37.7484899999999,144.832281
3069,Caltex Coburg,Caltex,265 Sydney Road,Coburg,Victoria,-37.747469,144.965208
3070,Independent Essendon,Independent Fuel Supplies,337 Pascoe Vale Road,Essendon,Victoria,-37.743737,144.927784
3071,Caltex Preston,Caltex,343-349 Plenty Road,Preston,Victoria,-37.740811,145.009638
3072,Caltex Preston,Caltex,71-73 Murray Road,Preston,Victoria,-37.740428,145.023683
3073,Safeway Caltex Coburg,7-Eleven Pty Ltd,565 Sydney Road,Coburg,Victoria,-37.738956,144.966651
3074,Safeway Caltex Niddrie,Caltex,369 Keilor Road,Essendon,Victoria,-37.7381139999999,144.893706
3075,Safeway Caltex Pascoe Vale,Caltex,566-570 Bell Street,Pascoe Vale,Victoria,-37.737794,144.937021
3076,Safeway Caltex Preston,Caltex,340 Murray Road,Preston,Victoria,-37.737448,145.001775
3077,Safeway Caltex Eltham,Caltex,527 Main Road,Eltham,Victoria,-37.7326689999999,145.138015
3078,Caltex Pascoe Vale,Caltex,281 Gaffney Street,Pascoe Vale,Victoria,-37.7324879999999,144.945433
3079,Caltex Coburg North,Caltex,44 Newlands Road,Coburg North,Victoria,-37.731438,144.971978
3080,Caltex St Albans,Caltex,151-157 Kings Road,Kings Park,Victoria,-37.7279609999999,144.781635
3081,Ampol Lower Plenty,Ampol,49 Main Road,Lower Plenty,Victoria,-37.727794,145.111528
3082,Safeway Caltex Kingsbury,Caltex,971 Plenty Road,Kingsbury,Victoria,-37.7189279999999,145.038881
3083,Caltex Reservoir,Caltex,101-111 Edwards Street,Reservoir,Victoria,-37.7160529999999,145.000785
3084,Safeway Caltex Airport West,Caltex,29-35 Louis Street,Airport West,Victoria,-37.7122859999999,144.886637
3085,Caltex Reservoir,Caltex,931-935 High Street,Reservoir,Victoria,-37.7117069999999,145.008051
3086,Caltex Tullamarine,Caltex,52 Assembly Drive,Tullamarine,Victoria,-37.707234,144.8665
3087,Caltex Fawkner,Caltex,1243 Sydney Road,Fawkner,Victoria,-37.70417,144.95989
3088,Caltex Glenroy,Caltex,849 Pascoe Vale Road,Glenroy,Victoria,-37.703143,144.915166
3089,Safeway Caltex Taylors Lake,Caltex,479 Melton Highway,Taylors Lakes,Victoria,-37.696638,144.775327
3090,Caltex Sydenham,Caltex,525-527 Melton Highway,Sydenham,Victoria,-37.69508,144.765722
3091,Caltex Hillside,Caltex,575 Melton Highway,Hillside,Victoria,-37.6939659999999,144.755808
3092,Caltex Thomastown,Caltex,6-12 Dalton Road,Thomastown,Victoria,-37.692514,145.026105
3093,Caltex Broadmeadows,Caltex,184 Widford Street,Broadmeadows,Victoria,-37.690169,144.92644
3094,Caltex Broadmeadows,Caltex,204 Widford Street,Broadmeadows,Victoria,-37.68918,144.926665
3095,Caltex Safeway Westmeadows,Caltex,227-231 Mickleham Road,Westmeadows,Victoria,-37.6851639999999,144.882221
3096,Safeway Caltex Melton,Caltex,Woodgrove Shopping Centre,Melton West,Victoria,-37.684996,144.56767
3097,Caltex Broadmeadows,Caltex,1063-1067 Pascoe Vale Road,Broadmeadows,Victoria,-37.683799,144.91735
3098,Caltex Melton,Caltex,1-19 Sherwin Circuit,Melton,Victoria,-37.683769,144.606686
3099,Safeway Caltex Broadmeadows,Caltex,Pearcedale Parade,Broadmeadows,Victoria,-37.68028,144.91754
3100,Safeway Caltex Diamond Creek,Caltex,307 Diamond Creek Road,Plenty,Victoria,-37.6785829999999,145.123475
3101,Caltex Diamond Creek,Caltex,105 Main Hurstbridge Road,Diamond Creek,Victoria,-37.674319,145.162973
3102,Caltex Campbellfield,Caltex,1802-1808 Hume Highway,Campbellfield,Victoria,-37.667639,144.955483
3103,Caltex Broadmeadows,Caltex,412 Barry Road,Broadmeadows,Victoria,-37.6655739999999,144.940838
3104,Caltex Mill Park,Caltex,377 Plenty Road,Mill Park,Victoria,-37.6597829999999,145.073181
3105,Independent Bacchus Marsh,Independent Fuel Supplies,151 Gibson Road,Darley,Victoria,-37.65939,144.441489
3106,Safeway Caltex South Morang,Caltex,538C Plenty Road,Mill Park,Victoria,-37.655876,145.081512
3107,Safeway Caltex Epping,Caltex,571 High Street,Epping,Victoria,-37.654642,145.021082
3108,Caltex Yarra Glen,Caltex,66 Bell Street,Yarra Glen,Victoria,-37.654033,145.376107
3109,Caltex Healesville,Caltex,366-368 Maroondah Highway,Healesville,Victoria,-37.6507159999999,145.523422
3110,Caltex Epping,Caltex,212 Cooper Street,Epping,Victoria,-37.65007,145.012214
3111,Caltex Somerton,Caltex,2-4 Somerton Park Drive,Campbellfield,Victoria,-37.643221,144.946031
3112,Caltex Roxburgh Park,Caltex,124-130 Somerton Road,Somerton,Victoria,-37.641541,144.939508
3113,Caltex Greenvale,Caltex,8-10 Greenvale Drive,Greenvale,Victoria,-37.6403599999999,144.881352
3114,Safeway Caltex Roxburgh Park,Caltex,270 Somerton Road,Roxburgh Park,Victoria,-37.64008,144.930149
3115,Caltex Craigieburn,Caltex,315 Hume Highway,Craigieburn,Victoria,-37.614703,144.946361
3116,Independent Toolern Vale,Caltex,1490-1492 Diggers Rest Road,Melbourne Regional District,Victoria,-37.6074409999999,144.595104
3117,Safeway Caltex Craigieburn,Caltex,10 Craigieburn Road,Craigieburn,Victoria,-37.5986349999999,144.940744
3118,Caltex Sunbury,Caltex,81-87 Horne Street,Sunbury,Victoria,-37.583382,144.723646
3119,Safeway Caltex Sunbury,Caltex,25-29 Horne Street,Sunbury,Victoria,-37.578154,144.727624
3120,Caltex Whittlesea,Caltex,30 Forest Street,Whittlesea,Victoria,-37.511475,145.121458
3121,Caltex Gisborne,Independent Fuel Supplies,7 Hamilton Street,Gisborne,Victoria,-37.4885629999999,144.592642
3122,Caltex Gisborne,Caltex,9 Station Road,Gisborne,Victoria,-37.4826229999999,144.591464
3123,Safeway Caltex Wallan,Caltex,84 High Street,Wallan,Victoria,-37.412776,144.978842
3124,Caltex Wallan,Caltex,130-132 High Street,Wallan,Victoria,-37.40887,144.980376
3125,Caltex Wandong,Caltex,Lot 12  Epping-Kilmore Road,Wandong,Victoria,-37.360334,145.026398
3126,Caltex Wandong,Caltex,3307 Epping-Kilmore Road,Wandong,Victoria,-37.3564259999999,145.025821
3127,Caltex Bendigo,Caltex,285 High Street,Bendigo,Victoria,-36.8103649999999,144.240733
3128,Caltex Golden Square,Caltex,446 High Street,Golden Square,Victoria,-36.779919,144.249745
3129,Caltex Bendigo,7-Eleven Pty Ltd,68 Carpenter Street,Bendigo,Victoria,-36.775833,144.284922
3130,Kangaroo Flat Safeway,Caltex,279 High Street,Golden Square,Victoria,-36.7706939999999,144.262931
3131,Caltex Bendigo,7-Eleven Pty Ltd,117 High Street,Bendigo,Victoria,-36.7614389999999,144.273166
3132,Caltex Bendigo,7-Eleven Pty Ltd,Cnr McIvor Highway and Murphy Street,Bendigo,Victoria,-36.7581259999999,144.298865
3133,Caltex Bendigo,Caltex,224-226 Mccrae Street,Bendigo,Victoria,-36.752781,144.288439
3134,Caltex Bendigo,Caltex,51 Sandhurst Road,Bendigo,Victoria,-36.732987892,144.264630901
3135,Caltex Mooroopna,Caltex,38-40 McLennan Street,Mooroopna,Victoria,-36.3937139999999,145.362326
3136,Safeway Caltex Shepparton East,Caltex,106 Benalla Road,Shepparton,Victoria,-36.386738,145.423923
3137,Safeway Caltex Shepparton,Caltex,292-294 High Street,Shepparton,Victoria,-36.382888,145.40997
3138,Caltex Shepparton,Caltex,409 Wyndham Street,Shepparton,Victoria,-36.3828399999999,145.399327
3139,Caltex Shepparton,Caltex,117 New Dookie Road,Shepparton,Victoria,-36.3651083739999,145.4287726
3140,Caltex Shepparton,Caltex,145 Numurkah Road,Shepparton,Victoria,-36.356059,145.402623
3141,Caltex Kingscote,Caltex,22-26 Telegraph Road,Kingscote,South Australia,-35.6527649999999,137.635761
3142,Woolworths Caltex Conder,Caltex,4 Norman Lindsay Street,Conder,Australian Capital Territory,-35.458134,149.091761
3143,Caltex Woolworths Calwell,Caltex,1 Webber Crescent,Calwell,Australian Capital Territory,-35.434806,149.112609
3144,Woolworths Caltex Tuggeranong,Caltex,170 Scollay Street,Greenway,Australian Capital Territory,-35.418919,149.066743
3145,Woolworths Caltex Erindale,Caltex,50 Denigan Street,Wanniassa,Australian Capital Territory,-35.404075,149.096864
3146,Caltex Tuggeranong,Caltex,150 O'Halloran Circuit,Kambah,Australian Capital Territory,-35.3926049999999,149.068791
3147,Woolworths Caltex Hume,Caltex,96 Sheppard Street,Hume,Australian Capital Territory,-35.3924769999999,149.162511
3148,Woolworths Caltex Jerrabomberra,Caltex,2 Limestone Drive,Jerrabomberra,New South Wales,-35.380736,149.200156
3149,Caltex Woolworths Kambah,Caltex,3 Marconi Crescent,Kambah,Australian Capital Territory,-35.3788779999999,149.057528
3150,Woolworths Caltex Mawson,Caltex,42 Mawson Place,Mawson,Australian Capital Territory,-35.3666079999999,149.093781
3151,Caltex Queanbeyan,Caltex,1 Suraci Place,Queanbeyan West,New South Wales,-35.3637199999999,149.206749
3152,Woolworths Caltex Queanbeyan,Caltex,198 Crawford Street,Queanbeyan,New South Wales,-35.351659,149.233625
3153,Caltex Queanbeyan,Caltex,84 Macquoid Street,Queanbeyan East,New South Wales,-35.349296,149.243858
3154,Caltex Woolworths Weston,Caltex,49 Brierly Street,Weston,Australian Capital Territory,-35.3401969999999,149.052112
3155,Caltex Woolworths Hughes,Caltex,12 Wisdom Street,Hughes,Australian Capital Territory,-35.3343649999999,149.094089
3156,Caltex Fyshwick,Caltex,55 Whyalla Street,Fyshwick,Australian Capital Territory,-35.3326999999999,149.175653
3157,Holmes Independent,Independent Fuel Supplies,38 Eyre Street,Kingston,Australian Capital Territory,-35.3162349999999,149.142807
3158,Caltex Canberra Airport Pialligo,Caltex,10 Tyson Drive,Majura,Australian Capital Territory,-35.307339,149.189305
3159,Ampol Willunga,Independent Fuel Supplies,Meadows Road and Old Willunga Hill Road,Willunga,South Australia,-35.291388,138.580475
3160,Caltex Aldinga Beach,Caltex,Aldinga Beach Road,Aldinga Beach,South Australia,-35.2785489999999,138.460562
3161,Caltex Braddon,Caltex,36 Lonsdale Street,Braddon,Australian Capital Territory,-35.270935,149.133379
3162,Caltex Willunga,Caltex,16 Main Road,Willunga,South Australia,-35.269689,138.554364
3163,Caltex Bungendore,Caltex,42-44 Malbon Street,Bungendore,New South Wales,-35.255997,149.442564
3164,Caltex Lyneham,Caltex,66 Wattle Street,Lyneham,Australian Capital Territory,-35.253366,149.125588
3165,Woolworths Caltex Dickson,Caltex,1-3 Badham Street,Dickson,Australian Capital Territory,-35.251031,149.137361
3166,Woolworths Caltex Belconnen,Caltex,4 Luxton Street,Belconnen,Australian Capital Territory,-35.236307,149.059062
3167,Caltex Kaleen,Caltex,275 Maribyrnong Avenue,Kaleen,Australian Capital Territory,-35.233718,149.103666
3168,Caltex Woolworths Holt,Caltex,1 Hardwick Crescent,Holt,Australian Capital Territory,-35.224101,149.021019
3169,Caltex Mitchell,Caltex,116 Lysaght Street,Mitchell,Australian Capital Territory,-35.215026,149.139901
3170,Caltex Nicholls,Caltex,41-55 O'Hanlon Place,Nicholls,Australian Capital Territory,-35.188937,149.081494
3171,Woolworths Caltex Gungahlin,Caltex,2 Ginn Street,Gungahlin,Australian Capital Territory,-35.1837619999999,149.126102
3172,Independent Kangarilla,Independent Fuel Supplies,Lot 777 McLaren Flat Road,Kangarilla,South Australia,-35.148117,138.657219
3173,Woolworths Caltex Noarlunga Centre,Caltex,Lot 12 Goldsmith Drive,Noarlunga Downs,South Australia,-35.144332,138.49777
3174,Noarlunga Downs,7-Eleven Pty Ltd,Lot 100 Goldsmith Drive,Noarlunga Downs,South Australia,-35.1433489999999,138.487395
3175,Caltex Woodcroft,Caltex,Lot 114 Panalatinga Road,Morphett Vale,South Australia,-35.1124619999999,138.547559
3176,Caltex Woolworths Reynella,Caltex,5 Main South Road,Reynella,South Australia,-35.104701,138.527134
3177,Caltex Woolworths Aberfoyle Park,Caltex,164 Hub Drive,Aberfoyle Park,South Australia,-35.076659,138.590821
3178,Woolworths Caltex O'Halloran Hill,Caltex,Lot 88 Main South Road,O'Halloran Hill,South Australia,-35.051636,138.559833
3179,Mobil On The Run Seaview Downs,Peregrine Corporation,216 Seacombe Road,Seaview Downs,South Australia,-35.0300399999999,138.533818
3180,Darlington,7-Eleven Pty Ltd,1517 Main South Road,Darlington,South Australia,-35.029691,138.557309
3181,Woolworths Caltex Eden Hills,Caltex,272 Shepherds Hill Road,Eden Hills,South Australia,-35.026601,138.603784
3182,Woolworths Caltex Stirling,Caltex,66 Mount Barker Road,Stirling,South Australia,-35.007738,138.720143
3183,Caltex North Brighton,Caltex,325 Brighton Road,North Brighton,South Australia,-35.006007,138.521773
3184,Woolworths Caltex Marion,Caltex,732-738 Marion Road,Marion,South Australia,-35.0042129999999,138.5574
3185,Caltex St Marys,Caltex,1129 South Road,St Marys,South Australia,-34.9944619999999,138.575319
3186,Woolworths Caltex Somerton Park,Caltex,150 Brighton Road,Somerton Park,South Australia,-34.991272,138.521376
3187,Caltex Edwardstown,Caltex,1004 South Road,Edwardstown,South Australia,-34.981869,138.57377
3188,Woolworths Caltex Mitcham,Caltex,123 Belair Road,Adelaide,South Australia,-34.976143,138.609689
3189,Caltex Glenelg North,Caltex,509 Anzac Highway,Glenelg North,South Australia,-34.975533,138.528508
3190,Caltex Woolworths Cumberland Park,Caltex,261 Cross Road,Cumberland Park,South Australia,-34.9670639999999,138.582187
3191,Woolworths Caltex Camden Park,Caltex,153-157 Mooringe Avenue,Camden Park,South Australia,-34.9609149999999,138.537002
3192,Caltex Fullarton,Caltex,390 Fullarton Road,Fullarton,South Australia,-34.956544,138.626215
3193,Caltex Woodside,Caltex,2 John Street,Woodside,South Australia,-34.950305,138.876854
3194,Caltex Woolworths Keswick,Caltex,409-415 South Road,Keswick,South Australia,-34.942488,138.571478
3195,Independent Adelaide,Caltex,172 Gilbert Street,Adelaide,South Australia,-34.9344379999999,138.593642
3196,Caltex Adelaide,Caltex,144 Hutt Street,Adelaide,South Australia,-34.93013,138.612565
3197,Caltex Culburra Beach,Shell,159 Prince Edward Avenue,Culburra Beach,New South Wales,-34.930086,150.758072
3198,Woolworths Caltex Kensington,Caltex,220-224 Kensington Road,Marryatville,South Australia,-34.9267849999999,138.649344
3199,Woolworths Caltex Hackney,Caltex,11-15 Hackney Road,Hackney,South Australia,-34.918371,138.615229
3200,Caltex Fulham Gardens,Caltex,467-469 Tapleys Hill Road,Fulham Gardens,South Australia,-34.9151439999999,138.513418
3201,Caltex Stepney,Caltex,101 Magill Road,Stepney,South Australia,-34.915021,138.630984
3202,Independent Stansbury,Independent Fuel Supplies,Weaver Street and Towler Street,Stansbury,South Australia,-34.910163,137.79756
3203,Caltex Nowra South,Caltex,100 Princes Highway,South Nowra,New South Wales,-34.905158,150.602952
3204,Caltex North Adelaide,Caltex,139 O'Connell Street,North Adelaide,South Australia,-34.904954,138.595104
3205,Caltex Grange,Caltex,328 Military Road,Grange,South Australia,-34.900031,138.490758
3206,Woolworths Caltex Felixstow,Caltex,469 Payneham Road,Felixstow,South Australia,-34.8901129999999,138.654039
3207,Caltex Collinswood,Caltex,105 North East Road,Collinswood,South Australia,-34.886587,138.616479
3208,Caltex Woolworths Campbelltown,Caltex,542 Lower North East Road,Campbelltown,South Australia,-34.8857399999999,138.659257
3209,Caltex Woolworths Prospect,Caltex,204-210 Main North Road,Prospect,South Australia,-34.8809669999999,138.602142
3210,Woolworths Caltex Woodville,Caltex,801 Port Road,Woodville,South Australia,-34.879467,138.534237
3211,Woolworths Caltex West Lakes,Caltex,Lot 1 Turner Drive,West Lakes,South Australia,-34.877933,138.493108
3212,Woolworths Caltex Nowra,Caltex,58A North Street,Nowra,New South Wales,-34.872605,150.601399
3213,Woolworths Caltex Windsor Gardens,Caltex,386 North East Road,Windsor Gardens,South Australia,-34.866439,138.64392
3214,Woolworths Caltex Blair Athol,Liberty,351-355 Prospect Road,Blair Athol,South Australia,-34.863468,138.592739
3215,Caltex Bomaderry,Caltex,1 Beinda Street,Bomaderry,New South Wales,-34.857612,150.605108
3216,Woolworths Caltex Gilles Plains,Caltex,575 North East Road,Gilles Plains,South Australia,-34.856189,138.654621
3217,Caltex Clearview,Caltex,443 Main North Road,Enfield,South Australia,-34.853621,138.600863
3218,Caltex Rosewater,Caltex,126 Grand Junction Road,Rosewater,South Australia,-34.8519039999999,138.52471
3219,Caltex Shoalhaven Head,Caltex,52-54 Shoalhaven Heads Road,Shoalhaven Heads,New South Wales,-34.84833,150.735673
3220,Caltex Wingfield,Caltex,664-668 South Road,Wingfield,South Australia,-34.8470169999999,138.56389
3221,Caltex Gilles Plains,Caltex,846 Grand Junction Road,Gilles Plains,South Australia,-34.845834,138.660164
3222,Ampol Bomaderry,Ampol,341 Princes Highway,Bomaderry,New South Wales,-34.8457319999999,150.594744
3223,Caltex Largs Bay,Caltex,374 Military Road,Largs Bay,South Australia,-34.8306499999999,138.487717
3224,Caltex Woolworths Modbury,Caltex,1003 North East Road,Modbury,South Australia,-34.828186,138.691929
3225,Caltex Woolworths Pooraka,Caltex,898 Main North Road,Mawson Lakes,South Australia,-34.823946,138.617493
3226,Caltex St Agnes,Caltex,North East Road and Benbowie Street,St Agnes,South Australia,-34.821473,138.715573
3227,Independent Birdwood,Caltex,14 Olivedale Street,Birdwood,South Australia,-34.8178,138.966416
3228,Caltex Para Hills,Caltex,507 Bridge Road,Para Hills,South Australia,-34.799766,138.655988
3229,Woolworths Caltex Golden Grove,Caltex,1 Aeolian Drive,Golden Grove,South Australia,-34.7893539999999,138.695346
3230,Caltex Minlaton,Caltex,2 Main Street,Minlaton,South Australia,-34.768451,137.5974
3231,Woolworths Caltex Salisbury Downs,Caltex,Winzor Street and Hollywood Boulevard,Salisbury Downs,South Australia,-34.767962,138.62264
3232,Woolworths Caltex Salisbury,Caltex,39 Gawler Street,Salisbury,South Australia,-34.7604289999999,138.643481
3233,Caltex Bolivar,Caltex,965-977 Port Wakefield Road,Bolivar,South Australia,-34.759631,138.591051
3234,Caltex Salisbury Park,Caltex,1916-1920 Main North Road,Salisbury Park,South Australia,-34.758161,138.67593
3235,Caltex Paralowie,Caltex,102 Waterloo Corner Road,Paralowie,South Australia,-34.7567299999999,138.63185
3236,Caltex Gerringong,Caltex,2 Belinda Street,Gerringong,New South Wales,-34.745509,150.816182
3237,Independent Kangaroo Valley,Independent Fuel Supplies,32 Moss Vale Road,Kangaroo Valley,New South Wales,-34.730155,150.521756
3238,Woolworths Caltex Elizabeth,Caltex,Yorktown Road and Playford Boulevard,Elizabeth,South Australia,-34.7196749999999,138.670887
3239,Caltex Woolworths Munno Para,Caltex,600 Main North Road,Smithfield,South Australia,-34.691494,138.687831
3240,Caltex Kiama,Caltex,180 Manning Street,Kiama,New South Wales,-34.682474,150.848285
3241,Independent Virginia,Independent Fuel Supplies,92 Old Port Wakefield Road,Virginia,South Australia,-34.6690409999999,138.561
3242,Ampol Jamberoo,Independent Fuel Supplies,62 Allowrie Street,Jamberoo,New South Wales,-34.649255,150.780664
3243,Woolworths Caltex Albion Park,Caltex,62 Terry Street,Albion Park,New South Wales,-34.572031,150.775109
3244,Caltex Albion Park,Independent Fuel Supplies,1 Calderwood Road,Albion Park,New South Wales,-34.571344,150.76493
3245,Caltex Barrack Heights,Caltex,332-336 Shellharbour Road,Barrack Heights,New South Wales,-34.564895,150.859781
3246,Woolworths Caltex Shellharbour,Caltex,Lot 301 New Lake Entrance Road,Shellharbour City Centre,New South Wales,-34.564539,150.830006
3247,Caltex Albion Park Rail,Caltex,172 Princes Highway,Albion Park Rail,New South Wales,-34.561223,150.79557
3248,Caltex Albion Park Rail,Caltex,31 Princes Highway,Albion Park Rail,New South Wales,-34.551842,150.788134
3249,Woolworths Caltex Warilla,Caltex,2 Woolworths Avenue,Lake Illawarra,New South Wales,-34.547274,150.863727
3250,Caltex Warilla,Caltex,33 Shellharbour Road,Lake Illawarra,New South Wales,-34.545093,150.862793
3251,Caltex Windang,Caltex,248 Windang Road,Windang,New South Wales,-34.5274439999999,150.869118
3252,Caltex Tanunda,Caltex,212-216 Murray Street,Tanunda,South Australia,-34.5114879999999,138.975656
3253,Woolworths Caltex Dapto,Caltex,93 Byamee Street,Dapto,New South Wales,-34.4952079999999,150.79606
3254,Caltex Angaston,Caltex,Murray Street and Stockwell Road,Angaston,South Australia,-34.493796,139.027621
3255,Caltex Warrawong,Caltex,75-77 King Street,Warrawong,New South Wales,-34.4903669999999,150.888674
3256,Caltex Brownsville,Caltex,342 Kanahooka,Brownsville,New South Wales,-34.485921,150.806437
3257,Woolworths Caltex Unanderra,Caltex,110-112 Princes Highway,Unanderra,New South Wales,-34.4547909999999,150.844471
3258,Caltex Unanderra,Caltex,86-98 Princes Highway,Unanderra,New South Wales,-34.454127,150.845147
3259,Caltex Figtree,Caltex,101 Bellevue Road,Figtree,New South Wales,-34.427872,150.853899
3260,Woolworths Caltex Wollongong West,Caltex,421 Crown Street,Wollongong,New South Wales,-34.426369,150.879801
3261,Independent Ardrossan,Independent Fuel Supplies,17 Fifth Street,Ardrossan,South Australia,-34.424096,137.918361
3262,Caltex Gwynneville,Caltex,36 Folely Street,Gwynneville,New South Wales,-34.416164,150.884895
3263,Caltex Wollongong North,Caltex,9 Flinders Street,Wollongong,New South Wales,-34.4150549999999,150.893252
3264,Caltex Fairy Meadow,Caltex,30-34 Princes Highway,Fairy Meadow,New South Wales,-34.389244,150.894103
3265,Woolworths Caltex Corrimal,Caltex,275 Princes Highway,Corrimal,New South Wales,-34.3752759999999,150.896262
3266,Caltex Corrimal,Caltex,2-4 Railway Street,Corrimal East,New South Wales,-34.3744,150.90882
3267,Independent Maitland,Independent Fuel Supplies,43-47 Robert Street,Maitland,South Australia,-34.373286,137.673714
3268,Caltex Bargo,Caltex,116 Railside Avenue,Bargo,New South Wales,-34.292919,150.579946
3269,Independent Tarlee,Independent Fuel Supplies,Lot 23 Gilbert Street,Tarlee,South Australia,-34.27483,138.770797
3270,Woolworths Caltex Tahmoor,Caltex,8 Thirlmere Way,Tahmoor,New South Wales,-34.2223969999999,150.592901
3271,Woolworths Caltex Appin,Independent Fuel Supplies,136 Appin Road,Appin,New South Wales,-34.19512,150.789912
3272,Independent Balaklava,Independent Fuel Supplies,1 Edith Terrace,Balaklava,South Australia,-34.1453999999999,138.411719
3273,Woolworths Caltex Rosemeadow,Caltex,3 Thomas Rose Drive,Rosemeadow,New South Wales,-34.100016,150.798715
3274,Bogas St Helens Park,Independent Fuel Supplies,24 Woodland Road,St Helens Park,New South Wales,-34.0974909999999,150.813575
3275,Caltex Heathcote,Caltex,1411 Princes Highway,Heathcote,New South Wales,-34.09059,151.003765
3276,Caltex Woolworths Heathcote,Caltex,1344 Princes Highway,Heathcote,New South Wales,-34.088673,151.006895
3277,Caltex Ambarvale,Caltex,37 Woodhouse Drive,Ambarvale,New South Wales,-34.0843589999999,150.80195
3278,Woolworths Caltex Ambervale,Caltex,Lot 302 Gilchrist Drive,Campbelltown,New South Wales,-34.0776319999999,150.796846
3279,Independent Port Hughes,Independent Fuel Supplies,Lot 1897 Minnie Terrace,Port Hughes,South Australia,-34.075775,137.545331
3280,Woolworths Caltex Campbelltown,Caltex,52 Blaxland Road,Campbelltown,New South Wales,-34.061213,150.812037
3281,Caltex Camden,Caltex,23 Barsden Street,Camden,New South Wales,-34.058095,150.691473
3282,Caltex Leumeah,Caltex,6 Rudd Road,Leumeah,New South Wales,-34.0539679999999,150.829909
3283,Caltex Woolooware,Caltex,100 Woolooware Road South,Woolooware,New South Wales,-34.052739,151.14081
3284,Caltex Lilli Pilli,Caltex,477-481 Port Hacking Road,Caringbah South,New South Wales,-34.052431,151.121562
3285,Woolworths Caltex Woolooware,Independent Fuel Supplies,Lot 2 Captain Cook Drive,Woolooware,New South Wales,-34.0386179999999,151.143835
3286,Woolworths Caltex Miranda,Caltex,455 Kingsway,Miranda,New South Wales,-34.034957,151.112563
3287,Woolworths Caltex Eagle Vale,Caltex,Eagle Vale Drive,Eagle Vale,New South Wales,-34.031832,150.815808
